;id;canal;texto;temas
1817;2557;Participe+;"A Praça tem que ser nossa.Reurbanização da Praça Boaventura Farina/Morumbi 7954. Esta praça precisa de uma nova reurbanização para poder ser usada. Ela está suja ,abandonada. Precisa de bancos,mesas para se jogar damas,equipamentos de ginástica para idosos,manutenção permanente. Uma praça é um fator natural de proteção contra o barulho e a poluição. Recriar uma praça é revitalizar a convivência.Atrair pássaros e apostar no bem viver da região e da cidade.É reinventar a vida. Esta praça precisa ser retomada pela população durante a semana e nos finais de semana.É pequena mas está num lugar nobre e bem visível. Cria uma harmonia quebrando a principalidade da soberania dos automóveis da Av.Morumbi. Carro numa cidade é como cigarro.Faz mal para a saúde. Espaços de convivência social para a hora do almoço e ao longo do dia pode significar muito para os idosos que estão escondidos em suas casas e apartamentos.Sem visitas e sem tomar sol nem os remédios necessários.A depressão e o abandono que muitos sofrem agravam seus quadros de cuidados de saúde. Uma praça pode ser um estímulo à leitura criando-se uma biblioteca popular.De doação de livros que circulem.Pode-se atrair conjuntos de música,de chorinho. Toda 6ª feira às 16,30h; ""Chorinho na Praça Boaventura"".Se chover é adiado. Pode-se depois fazer parcerias com empresas e consulados da região. Adotemos uma praça. A praça é do povo como o céu é do condor já dizia Castro Alves.";['Zeladoria Urbana e melhorias de bairro']
1818;2558;Participe+;Um novo CRAS. No território do Jabaquara,necessitamos de um no CRAS,para atender a demanda do território.Pois o que tem, está em desmonte com apenas duas assistentes sociais e poucos funcionários. ;['Assistência Social']
1819;2559;Participe+;META 58 – Implantar TELECENTRO na ZONA RUAL para promover a INCLUSÃO DIGITAL.  Implantar TELECENTRO na ZONA RUAL para promover a INCLUSÃO DIGITAL. e ampliação de pontos de Internet (Wifi) nas praças principalmente agora com a ampliação de trabalho Home Office. Ampliação de pontos de Internet (Wifi) nas praças principalmente agora com a ampliação de trabalho home Office.;['Inovação e Tecnologia']
1820;2560;Participe+;Sugestão para o bairro de Taipas e bairro adjacentes. Zeladoria urbana e infraestrutura: Parada de Taipas e bairros adjacentes. A proposta será encaminhada via documento em PDF anexado neste canal.;['Zeladoria Urbana e melhorias de bairro']
1821;2561;Participe+;Construir CIEJA no distrito do Jaraguá - subprefeitura Pirituba-Jaraguá. Educação de Jovens e Adultos. Construir CIEJA, Centro de Integração de Educação de Jovens e Adultos, no distrito do Jaraguá para suprir demanda por 18 novas turmas de EJA . Embora esta modalidade de ensino, tão importante para atendimento de jovens e adultos que desejam voltar a estudar, possa ser atendida em equipamentos públicos já existentes, consideramos importante a construção de uma unidade educacional adequada para às necessidades específicas deste público é prioridade no subdistrito de Jaraguá. Esta proposta faz parte das recomendações da Deliberação Cidadã realizada com cidadãos e cidadãs da Subprefeitura de Pirituba-Jaraguá.;['Educação']
1822;2562;Participe+;Construção de CRAS: Centro de Referencia Assistência Social: São Miguel Paulista. Ação recomendada pelo Minipúblico de S. Miguel Paulista. Consideramos prioritário investir nas populações mais vulneráveis, e entendemos que um conjunto de equipamentos assistenciais são necessários para atender as demandas da subprefeitura, ainda mais evidenciadas neste  contexto da pandemia. Esta proposta faz parte do conjunto de recomendações dos cidadãos e cidadãs participantes do Minipúblico de Pirituba-Jaraguá, no eixo assistência social, na perspectiva de um cenário Mais Digno e Humanizado para a subprefeitura de São Miguel Paulista. DESCRIÇÃO: Centro de Referência de Assistência Social é a porta de entrada para a Rede Socioassistencial, unidade básica do Sistema Único de Assistência Social – SUAS UNIDADE: 1 equipamento CRAS VALOR ESTIMADO: R$ 1,4 milhões por equipamento.;['Assistência Social']
1823;2563;Participe+;Conclusão da ligação da Rua. Cristovão de Salamanca com Rua Aquarela do Brasil. A mais de 30 anos os moradores dos bairros Conj. Res. José Bonifácio e Conj. Hab. Fazenda do Carmo esperam a ligação da Rua Cristóvão de Salamanca com a Rua Aquarela do Brasil. A expansão dos bairros na Cidade de São Paulo é contínua, a demanda por vias que consigam distribuir melhor e ligar de forma eficiente os bairros é um desafio constante para os representantes da população. A mais de 30 anos existe uma demanda de ligação de ruas cruciais para facilitar o acesso no distrito de José Bonifácio. Essa ligação por anos é proposta pelos prefeitos e iria atender a crescente demanda de moradores do bairro Conjunto Habitacional Fazenda do Carmo. Atualmente essa ligação é feita apenas pela Rua Jardim Tamoio, onde o tráfego de veículos e congestionamentos são constantes. A região entre os bairros de Conjunto Habitacional José Bonifácio e Conjunto Habitacional Fazenda do Carmo carece de mais alternativas de trajetos. Essa proposta de visa a conclusão da ligação entre os esses bairros pela Rua. Cristóvão de Salamanca altura do número 500 com Rua Aquarela do Brasil, um trajeto de 690 metros que seria essencial para resolver o problema comentado anteriormente.;['Transportes e Mobilidade']
1824;2564;Participe+;Centro Cultural Multiuso de abrangência regional: Pirituba Jaraguá. Ação recomendada pelo Minipúblico Pirituba-Jaraguá. Considerando que nossa Subprefeitura tem uma efervescência e multiplicidade de iniciativas culturais, é preciso criar espaços para fazer dessa uma potência para atrair pessoas de outros locais da cidade,  como um Centro Cultural Multiuso. . Esta proposta faz parte do conjunto de recomendações dos cidadãos e cidadãs participantes do Minipúblico de Pirituba-Jaraguá, no eixo cultura, na perspectiva de um cenário Mais Digno e Humanizado para a subprefeitura de Pirituba-Jaraguá. Entendemos que essa é uma das áreas que devem ser mais priorizadas no investimento do próximo quadriênio. Considerando que nossa Subprefeitura tem uma efervescência e multiplicidade de iniciativas culturais, é preciso criar espaços para fazer dessa uma potência para atrair pessoas de outros locais da cidade, tais como equipamentos culturais de abrangência local (mais próximos dos moradores) e um Centro Cultural Multiuso, que seja ao mesmo tempo um centro de formação cultural e fortaleça coletivos e iniciativas locais com múltiplas linguagens. VALOR ESTIMADO: 40 milhões;['Cultura']
1825;2565;Participe+;Construção de quadra poliesportiva coberta: Pirituba-Jaraguá.  Ação recomendada pelo Minipúblico de Pirituba-Jaraguá. A construção de quadras poliesportivas cobertas, desde que geridas de forma adequada, pode dar acesso esportivo à população local de diferentes gêneros e faixas etárias. Esta proposta faz parte do conjunto de recomendações dos cidadãos e cidadãs participantes do Minipúblico de Pirituba-Jaraguá, no eixo Esporte e Cultura, na perspectiva de um cenário Mais Digno e Humanizado para a subprefeitura de Pirituba-Jaraguá. Ainda que as atividades esportivas devam ser oferecidas amplamente em diversos equipamentos já existentes em nossa Subprefeitura, a construção de 3 quadras poliesportivas cobertas, desde que geridas de forma adequada, pode dar acesso esportivo à população local de diferentes gêneros e faixas etárias. A localização deve privilegiar as regiões mais vulneráveis e distantes do centro. VALOR ESTIMADO: 900 mil reais por equipamento;['Esporte e Lazer']
1826;2566;Participe+;Programa de Incentivo à Cultura de São Miguel Paulista. Ação recomendada pelo Minipúblico São Miguel Paulista. Um programa de incentivo à cultura, que financie coletivos e artistas do território e que, junto com o Centro Cultural Multiuso (proposta 211) ajudará a tornar São Miguel Paulista uma referência regional na área de Cultura. . Esta proposta faz parte do conjunto de recomendações dos cidadãos e cidadãs participantes do Minipúblico de S. Miguel Paulista, no eixo Cultura, na perspectiva de um cenário Mais Digno e Humanizado para a subprefeitura. Entendemos a Cultura como um eixo estratégico para melhorar a qualidade de vida da população de São Miguel Paulista, especialmente das juventudes. Vemos também como um campo para geração de renda dentro da própria Subprefeitura, já que há grande ebulição de iniciativas culturais em nosso território. Essa proposta é de criação de um Programa de Incentivo à Cultura que financie coletivos e artistas do território e que, junto com a criação de equipamentos menores e mais próximos dos moradores (proposta 262) e um novo Centro Cultural Multiuso (proposta 211) ajudará a tornar São Miguel Paulista uma referência regional na área de Cultura.  Valor aproximado do investimento: R$ 6.615.000;['Cultura']
1827;2567;Participe+;Contratar o 2° assistente social para os NCIs que atuam em período integral. Suprir a carga horária do Serviço Social no mês que equivale a 60 horas técnicas com a contratação do segundo assistente social. Do ponto de vista técnico esta estratégia será extremamente positiva para os atendimentos dos 120 idosos em convivência e 80 idosos em domicilio e seus membros familiares. Com o cumprimento a Lei Federal n° 12.317 (2010) que estabelece a jornada de trabalho do assistente social para 6 horas diárias, os NCIs que atuam período integral possui um déficit diário de três horas do trabalho do assistente social o que se calcula 15 horas a menos na semana e 60 horas técnicas no mês. Embora a psicologia e gestão destes serviços tentam minimizar este impacto, é notório o quando os idosos poderiam ser melhor contemplado com a inserção de uma assistente social no quadro de colaboradores.;['Assistência Social']
1828;2568;Participe+;Instalação de pontos de Wifi livre -  subprefeitura de São Miguel Paulista. Ação recomendada pelo Minipúblico de São Miguel Paulista. Os pontos de wifi espalhados pelo território são importantes para apoiar cidadãos e cidadãs não apenas no acesso à cultura, mas também em interface com a educação e o trabalho. Esta proposta faz parte do conjunto de recomendações dos cidadãos e cidadãs participantes do Minipúblico de São Miguel Paulista, no eixo Meio Ambiente, na perspectiva de um cenário Mais Digno e Humanizado para a subprefeitura São Miguel Paulista. A ação já prevista pela Prefeitura deve ter um olhar para as regiões mais vulneráveis da subprefeitura. Os pontos de wifi espalhados pelo território são importantes para apoiar cidadãos e cidadãs não apenas no acesso à cultura, mas também em interface com a educação e o trabalho. A proposta é para instalação de 18 pontos espalhados pelo território, conforme localização sugerida no Mapa anexo. Valor aproximado do investimento: R$ 960.000,00;['Inovação e Tecnologia']
1829;2569;Participe+;Construção de 5 Creches (CEI) (0 a 3 anos) - São Miguel Paulista. Ação recomendada pelo Minipúblico São Miguel Paulista. Construção de 5 Creches (CEI) para garantir continuidade e qualidade do serviço  para crianças de 0 a 3 anos. Esta proposta faz parte do conjunto de recomendações dos cidadãos e cidadãs participantes do Minipúblico de S. Miguel Paulista, no eixo Educação, na perspectiva de um cenário Mais Digno e Humanizado para a subprefeitura. Vemos Educação como a área mais importantes de investimento em São Miguel Paulista, correspondendo a 28% da nossa proposta para investimentos na subprefeitura para os próximos 4 anos (seguido de Habitação com 21% - ver documento Anexo), sobretudo com o agravamento da situação da educação das crianças e das famílias durante a pandemia. Junto com a criação de 2.798 vagas em creches conveniadas para atender 100% da fila já cadastrada (proposta 267), a Construção de 5 Creches de atendimento direto vai garantir a continuidade e a qualidade desse serviço no longo prazo. Valor aproximado do investimento: R$ 68.084.667,00;['Educação']
1830;2570;Participe+;Plantio de árvores - Arborização Urbana. Ação recomendada pelo Minipúblico São Miguel Paulista Plantio de árvores - Arborização Urbana. Esta proposta faz parte do conjunto de recomendações dos cidadãos e cidadãs participantes do Minipúblico de São Miguel Paulista, no eixo de meio ambiente, na perspectiva de um cenário Mais Digno e Humanizado para a subprefeitura São Miguel Paulista. Acreditamos que as ações de meio ambiente são muito importantes na subprefeitura, levando em consideração que além de melhorar a qualidade de vida, podem contribuir na solução de outras questões como as enchentes que afetam o território. Com a devida manutenção, é uma ação de baixo investimento que traz muitos benefícios, por isso optamos por mantê-la integralmente. Arborização urbana: plantio e manejo de novas árvores - Distrito Vila Jacuí, São Miguel e Jardim Helena (26.799) Valor estimado para o investimento: R$1.688.337;['Meio Ambiente']
1831;2571;Participe+;Drenagem e manutenção de córregos. Ação recomendada pelo Minipúblico São Miguel Paulista Drenagem e manutenção de córregos. Esta proposta faz parte do conjunto de recomendações dos cidadãos e cidadãs participantes do Minipúblico de São Miguel Paulista, no eixo Meio Ambiente, na perspectiva de um cenário Mais Digno e Humanizado para a subprefeitura São Miguel Paulista. Acreditamos que as ações de meio ambiente são muito importantes na subprefeitura, levando em consideração que além de melhorar a qualidade de vida, podem contribuir na solução de outras questões como as enchentes que afetam o território. Recomendamos também que as mantenções deveriam ser feitas com regularidade pela Prefeitura para evitar que grandes investimentos sejam necessários para a recuperação dos córregos. Manutenção de Sistemas de Drenagem - Vila Itaim - Jd. Helena, por um período de 4 anos para limpeza e manutenção anual dos córregos. Valor estimado para o investimento: R$ 5.062.088;['Zeladoria Urbana e melhorias de bairro', 'Infraestrutura Urbana e Obras']
